ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
part_skin_slash_4,LADA Fiber-Reinforced Liner,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from slash attacks.,",11,706172745F736B696E5F736C6173685F34,,,
part_skin_slash_4_1,LADA Fiber-Reinforced Liner +1,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from slash attacks.,",13,706172745F736B696E5F736C6173685F345F31,,,
part_skin_slash_4_2,LADA Fiber-Reinforced Liner +2,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from slash attacks.,",13,706172745F736B696E5F736C6173685F345F32,,,
part_skin_strike_0,Workshop Union Certified Liner,"A liner made in the dimensions approved by the Workshop Union.\nIt can be made by anyone as long as it complies with certification standards, so who manufactured it cannot be determined.,
Reduces physical damage.,",12,706172745F736B696E5F737472696B655F30,,,
part_skin_strike_1,Workshop Union Spaced Armor Liner,"A defensive liner made by the Workshop Union.\nThe material and structure presented themselves as the standard to rival workshops.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",12,706172745F736B696E5F737472696B655F31,,,
part_skin_strike_1_1,Workshop Union Spaced Armor Liner +1,"A defensive liner made by the Workshop Union.\nThe material and structure presented themselves as the standard to rival workshops.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F315F31,,,
part_skin_strike_1_2,Workshop Union Spaced Armor Liner +2,"A defensive liner made by the Workshop Union.\nThe material and structure presented themselves as the standard to rival workshops.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F315F32,,,
part_skin_strike_2,Belford Spaced Armor Liner,"A product manufactured to order by the Belford Superior Workshop.\nThe inside of the inner layer is made from a special material that makes it sturdy and is kept secret by the Workshop.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",12,706172745F736B696E5F737472696B655F32,,,
part_skin_strike_2_1,Belford Spaced Armor Liner +1,"A product manufactured to order by the Belford Superior Workshop.\nThe inside of the inner layer is made from a special material that makes it sturdy and is kept secret by the Workshop.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F325F31,,,
part_skin_strike_2_2,Belford Spaced Armor Liner +2,"A product manufactured to order by the Belford Superior Workshop.\nThe inside of the inner layer is made from a special material that makes it sturdy and is kept secret by the Workshop.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F325F32,,,
part_skin_strike_3,Arch Spaced Armor Liner,"A liner product from Arch, the ironworks company.\nAdding to the design of the Workshop Union product, it is made from a highly durable but heavy material.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",12,706172745F736B696E5F737472696B655F33,,,
part_skin_strike_3_1,Arch Spaced Armor Liner +1,"A liner product from Arch, the ironworks company.\nAdding to the design of the Workshop Union product, it is made from a highly durable but heavy material.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F335F31,,,
part_skin_strike_3_2,Arch Spaced Armor Liner +2,"A liner product from Arch, the ironworks company.\nAdding to the design of the Workshop Union product, it is made from a highly durable but heavy material.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F335F32,,,
part_skin_strike_4,LADA Spaced Armor Liner,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",12,706172745F736B696E5F737472696B655F34,,,
part_skin_strike_4_1,LADA Spaced Armor Liner +1,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F345F31,,,
part_skin_strike_4_2,LADA Spaced Armor Liner +2,"A liner made by LADA, the renowned frame company.\nIt was made with many high-quality materials to reduce injury as much as possible.,
An inner layer that absorbs physical damage.\nReduces damage from strike attacks.,",14,706172745F736B696E5F737472696B655F345F32,,,
part_underskin_0,Workshop Union Old Generation Converter,"An old generation appendage made by the Workshop Union.\nIts design is old, but it is cheap and effective, so it is still the main one in use.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to attribute status ailments.,",10,706172745F756E646572736B696E5F30,,,
part_underskin_acid_1,Workshop Union Standard Corrosion Resistance Converter,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",15,706172745F756E646572736B696E5F616369645F31,,,
part_underskin_acid_1_1,Workshop Union Standard Corrosion Resistance Converter +1,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F315F31,,,
part_underskin_acid_1_2,Workshop Union Standard Corrosion Resistance Converter +2,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F315F32,,,
part_underskin_acid_2,Belford Superior Corrosion Resistance Converter,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",15,706172745F756E646572736B696E5F616369645F32,,,
part_underskin_acid_2_1,Belford Superior Corrosion Resistance Converter +1,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F325F31,,,
part_underskin_acid_2_2,Belford Superior Corrosion Resistance Converter +2,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F325F32,,,
part_underskin_acid_3,LADA Large Capacity Corrosion Resistance Converter,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",15,706172745F756E646572736B696E5F616369645F33,,,
part_underskin_acid_3_1,LADA Large Capacity Corrosion Resistance Converter +1,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F335F31,,,
part_underskin_acid_3_2,LADA Large Capacity Corrosion Resistance Converter +2,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Decay.,",17,706172745F756E646572736B696E5F616369645F335F32,,,
part_underskin_electric_1,Workshop Union Standard Insulation Converter,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",19,706172745F756E646572736B696E5F656C6563747269635F31,,,
part_underskin_electric_1_1,Workshop Union Standard Insulation Converter +1,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F315F31,,,
part_underskin_electric_1_2,Workshop Union Standard Insulation Converter +2,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F315F32,,,
part_underskin_electric_2,Belford Superior Insulation Converter,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",19,706172745F756E646572736B696E5F656C6563747269635F32,,,
part_underskin_electric_2_1,Belford Superior Insulation Converter +1,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F325F31,,,
part_underskin_electric_2_2,Belford Superior Insulation Converter +2,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F325F32,,,
part_underskin_electric_3,LADA Large Capacity Insulation Converter,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",19,706172745F756E646572736B696E5F656C6563747269635F33,,,
part_underskin_electric_3_1,LADA Large Capacity Insulation Converter +1,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F335F31,,,
part_underskin_electric_3_2,LADA Large Capacity Insulation Converter +2,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Electric Shock.,",1B,706172745F756E646572736B696E5F656C6563747269635F335F32,,,
part_underskin_fire_1,Workshop Union Standard Radiation Converter,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",15,706172745F756E646572736B696E5F666972655F31,,,
part_underskin_fire_1_1,Workshop Union Standard Radiation Converter +1,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F315F31,,,
part_underskin_fire_1_2,Workshop Union Standard Radiation Converter +2,"An appendage newly developed by the Workshop Union.\nIt has a new design and enough versatility to be used in different places.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F315F32,,,
part_underskin_fire_2,Belford Superior Radiation Converter,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",15,706172745F756E646572736B696E5F666972655F32,,,
part_underskin_fire_2_1,Belford Superior Radiation Converter +1,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F325F31,,,
part_underskin_fire_2_2,Belford Superior Radiation Converter +2,"An appendage made-to-order from the Belford Superior Workshop.\nWell-designed for small-scale orders, it boasts high performance.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F325F32,,,
part_underskin_fire_3,LADA Large Capacity Radiation Converter,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",15,706172745F756E646572736B696E5F666972655F33,,,
part_underskin_fire_3_1,LADA Large Capacity Radiation Converter +1,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F335F31,,,
part_underskin_fire_3_2,LADA Large Capacity Radiation Converter +2,"A high-performance appendage developed by LADA, the renowned frame company.\nIt has once again lived up to its reputation as a maker of reliable products.,
Appendage parts that increase the attribute resistances of puppets.\nCan enhance resistance to Overheat.,",17,706172745F756E646572736B696E5F666972655F335F32,,,
quartz,Quartz,"A colorful, tiny Ergo fragment.\nIt activates a special ability when equipped to the P-Organ.,
P-Organ ability activation part,
There is a special kind of Ergo with different color and vibration.\nThe workshop uses this gem to bring out puppets’ different abilities.,",06,71756172747A,,,
Reinforce_Blade_Common_G1,Hidden Moonstone,"A rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of common weapons.,
The Moonstone was not from this world. However, it was the most optimal enhancement material.\nIn their urgency, technicians pushed forward with using the Moonstone for weapon upgrade without time to review it any further.,
Upgrades normal weapon blade up to +3,",19,5265696E666F7263655F426C6164655F436F6D6D6F6E5F4731,,,
Reinforce_Blade_Common_G2,Crescent Moonstone,"A rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of common weapons.,
The Moonstone was not from this world. However, it was the most optimal enhancement material.\nIn their urgency, technicians pushed forward with using the Moonstone for weapon upgrade without time to review it any further.,
Upgrades normal weapon blade up to +6,",19,5265696E666F7263655F426C6164655F436F6D6D6F6E5F4732,,,
Reinforce_Blade_Common_G3,Half Moonstone,"A rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of common weapons.,
The Moonstone was not from this world. However, it was the most optimal enhancement material.\nIn their urgency, technicians pushed forward with using the Moonstone for weapon upgrade without time to review it any further.,
Upgrades normal weapon blade up to +9,",19,5265696E666F7263655F426C6164655F436F6D6D6F6E5F4733,,,
Reinforce_Blade_Common_G4,Full Moonstone,"A rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of common weapons.,
The Moonstone was not from this world. However, it was the most optimal enhancement material.\nIn their urgency, technicians pushed forward with using the Moonstone for weapon upgrade without time to review it any further.,
Upgrades normal weapon blade up to +10,",19,5265696E666F7263655F426C6164655F436F6D6D6F6E5F4734,,,
Reinforce_Hero_G1,Dark moon Moonstone of the Covenant,"An extremely rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of special weapons.,
The blind butterfly desperately sought a savior, clutching a Moonstone.\nIt was as if it wanted this world at least to survive.,
Upgrades special weapon blade up to +3,",11,5265696E666F7263655F4865726F5F4731,,,
Reinforce_Hero_G2,Full Moonstone of the Covenant,"An extremely rare enhancement material that can be obtained in different parts of Krat.\nIt can upgrade the blades of special weapons.,
The blind butterfly desperately sought a savior, clutching a Moonstone.\nIt was as if it wanted this world at least to survive.,
Upgrades special weapon blade up to +5,",11,5265696E666F7263655F4865726F5F4732,,,
Reinforce_SlaveArm_G1,Legion Caliber,"A correction device used to modify Legion Arm, found only at the Workshop.\nLegion Arm can be modified with the Venigni Craft Machine.,
Legion Arm modification part,
The Workshop’s correction device, developed to raise the hardness and density of Legion Arms.\nDelicate devices like this require consistent maintenance.,",15,5265696E666F7263655F536C61766541726D5F4731,,,
SK_PC_CounterAttack_local,Killer Attack,,19,534B5F50435F436F756E74657241747461636B5F6C6F63616C,,,
SK_PC_Fable_AcidGreatSword_Slash_local,Acid Slash,,26,534B5F50435F4661626C655F41636964477265617453776F72645F536C6173685F6C6F63616C,,,
SK_PC_Fable_Assult_RockDrill_Hold_local,Furious Forward Stab,,27,534B5F50435F4661626C655F417373756C745F526F636B4472696C6C5F486F6C645F6C6F63616C,,,
SK_PC_Fable_AssultSlash_local,Furious Slash,,1D,534B5F50435F4661626C655F417373756C74536C6173685F6C6F63616C,,,
SK_PC_Fable_BackDash_Slash_1_local,Link Retreating Slash,,22,534B5F50435F4661626C655F4261636B446173685F536C6173685F315F6C6F63616C,,,
SK_PC_Fable_BackDash_Thrust_local,Retreating Stab,,21,534B5F50435F4661626C655F4261636B446173685F5468727573745F6C6F63616C,,,
SK_PC_Fable_Bayonet_1_local,Link Slash,,1B,534B5F50435F4661626C655F4261796F6E65745F315F6C6F63616C,,,
SK_PC_Fable_Buff_Acid_local,Radiate,,1B,534B5F50435F4661626C655F427566665F416369645F6C6F63616C,,,
SK_PC_Fable_Buff_Critical_local,Grind,,1F,534B5F50435F4661626C655F427566665F437269746963616C5F6C6F63616C,,,
SK_PC_Fable_Buff_Elec_local,Generate,,1B,534B5F50435F4661626C655F427566665F456C65635F6C6F63616C,,,
SK_PC_Fable_Buff_Endure_local,Endure,,1D,534B5F50435F4661626C655F427566665F456E647572655F6C6F63616C,,,
SK_PC_Fable_Buff_Fire_local,Ignite,,1B,534B5F50435F4661626C655F427566665F466972655F6C6F63616C,,,
SK_PC_Fable_Buff_PhysicalDamage_local,Concentrate,,25,534B5F50435F4661626C655F427566665F506879736963616C44616D6167655F6C6F63616C,,,
SK_PC_Fable_Buff_Stamina_local,Conserve Energy,,1E,534B5F50435F4661626C655F427566665F5374616D696E615F6C6F63616C,,,
SK_PC_Fable_Buff_Stamina_O_local,Conserve Energy,,20,534B5F50435F4661626C655F427566665F5374616D696E615F4F5F6C6F63616C,,,
SK_PC_Fable_Buff_Stamina_T_local,Conserve Energy,,20,534B5F50435F4661626C655F427566665F5374616D696E615F545F6C6F63616C,,,
SK_PC_Fable_ChainScythe_End_3_local,Storm Spinning Slash,,23,534B5F50435F4661626C655F436861696E5363797468655F456E645F335F6C6F63616C,,,
SK_PC_Fable_ChainScythe_Slash_local,Quick Upward Slash,,23,534B5F50435F4661626C655F436861696E5363797468655F536C6173685F6C6F63616C,,,
SK_PC_Fable_ChargeSmash_local,Patient Smash,,1D,534B5F50435F4661626C655F436861726765536D6173685F6C6F63616C,,,
SK_PC_Fable_Charkram_BLD_1_local,Wandering Moon,,20,534B5F50435F4661626C655F436861726B72616D5F424C445F315F6C6F63616C,,,
SK_PC_Fable_Charkram_HND_local,Storm Notice,,1E,534B5F50435F4661626C655F436861726B72616D5F484E445F6C6F63616C,,,
SK_PC_Fable_ClockSword_HND_local,Bell of Provocation,,20,534B5F50435F4661626C655F436C6F636B53776F72645F484E445F6C6F63616C,,,
SK_PC_Fable_CoilRod_HND_local,Rush Smash,,1D,534B5F50435F4661626C655F436F696C526F645F484E445F6C6F63616C,,,
SK_PC_Fable_Combo_Slash_1_local,Link Slash,,1F,534B5F50435F4661626C655F436F6D626F5F536C6173685F315F6C6F63616C,,,
SK_PC_Fable_CrystalAxe_Smash_local,Acidic Explosion,,22,534B5F50435F4661626C655F4372797374616C4178655F536D6173685F6C6F63616C,,,
SK_PC_Fable_CystalSword_BLD_local,Liberate,,21,534B5F50435F4661626C655F43797374616C53776F72645F424C445F6C6F63616C,,,
SK_PC_Fable_ElectricCutter_local,Condensing Slash,,20,534B5F50435F4661626C655F456C6563747269634375747465725F6C6F63616C,,,
SK_PC_Fable_ElectricHammer_Smash_local,Thunderstrike,,26,534B5F50435F4661626C655F456C65637472696348616D6D65725F536D6173685F6C6F63616C,,,
SK_PC_Fable_Fast_Thrust_local,Storm Stab,,1D,534B5F50435F4661626C655F466173745F5468727573745F6C6F63616C,,,
SK_PC_Fable_FastDash_Thrust_local,Single Stab,,21,534B5F50435F4661626C655F46617374446173685F5468727573745F6C6F63616C,,,
SK_PC_Fable_FastThrust_local,Quick Stab,,1C,534B5F50435F4661626C655F466173745468727573745F6C6F63616C,,,
SK_PC_Fable_FireAxe_local,Patient Slash,,19,534B5F50435F4661626C655F466972654178655F6C6F63616C,,,
SK_PC_Fable_FirePickAxe_Smash_local,Flamestrike,,23,534B5F50435F4661626C655F466972655069636B4178655F536D6173685F6C6F63616C,,,
SK_PC_Fable_FlameSword_BLD_local,Storm Slash,,20,534B5F50435F4661626C655F466C616D6553776F72645F424C445F6C6F63616C,,,
SK_PC_Fable_Glaive_local,Patient Slash,,18,534B5F50435F4661626C655F476C616976655F6C6F63616C,,,
SK_PC_Fable_GreatSaw_BLD_1_local,Link Chop,,20,534B5F50435F4661626C655F47726561745361775F424C445F315F6C6F63616C,,,
SK_PC_Fable_Hwando_QuickStep_local,Link Emergency Dodge,,22,534B5F50435F4661626C655F4877616E646F5F517569636B537465705F6C6F63616C,,,
SK_PC_Fable_Hwando_Slash_local,Wind of Swords,,1E,534B5F50435F4661626C655F4877616E646F5F536C6173685F6C6F63616C,,,
SK_PC_Fable_KkabiClub_BLD_local,Ergo Release,,1F,534B5F50435F4661626C655F4B6B616269436C75625F424C445F6C6F63616C,,,
SK_PC_Fable_NoseStaff_BLD_local,Storm Attack,,1F,534B5F50435F4661626C655F4E6F736553746166665F424C445F6C6F63616C,,,
SK_PC_Fable_NoseStaff_HND_local,Furious Golden Hits,,1F,534B5F50435F4661626C655F4E6F736553746166665F484E445F6C6F63616C,,,
SK_PC_Fable_Parry_One_local,Guard Parry,,1B,534B5F50435F4661626C655F50617272795F4F6E655F6C6F63616C,,,
SK_PC_Fable_Parry_Pole_local,Guard Parry,,1C,534B5F50435F4661626C655F50617272795F506F6C655F6C6F63616C,,,
SK_PC_Fable_Parry_SevenSword_local,Guard Parry,,22,534B5F50435F4661626C655F50617272795F536576656E53776F72645F6C6F63616C,,,
SK_PC_Fable_Parry_Two_local,Guard Parry,,1B,534B5F50435F4661626C655F50617272795F54776F5F6C6F63616C,,,
SK_PC_Fable_QuickBackStep_local,Emergency Retreat,,1F,534B5F50435F4661626C655F517569636B4261636B537465705F6C6F63616C,,,
SK_PC_Fable_Resolve_local,Strike Chance,,19,534B5F50435F4661626C655F5265736F6C76655F6C6F63616C,,,
SK_PC_Fable_ScissorSword_BLD_1_local,Link Slash,,24,534B5F50435F4661626C655F53636973736F7253776F72645F424C445F315F6C6F63616C,,,
SK_PC_Fable_ScissorSword_HND_local,Grind,,22,534B5F50435F4661626C655F53636973736F7253776F72645F484E445F6C6F63616C,,,
SK_PC_Fable_SevenSword_local,Seven Explosions,,1C,534B5F50435F4661626C655F536576656E53776F72645F6C6F63616C,,,
SK_PC_Fable_Shovel_HND_local,Alter,,1C,534B5F50435F4661626C655F53686F76656C5F484E445F6C6F63616C,,,
SK_PC_Fable_SlowDash_Slash_local,Storm Slash,,20,534B5F50435F4661626C655F536C6F77446173685F536C6173685F6C6F63616C,,,
SK_PC_Fable_SlowSlash_local,Single Slash,,1B,534B5F50435F4661626C655F536C6F77536C6173685F6C6F63616C,,,
SK_PC_Fable_Stun_local,Single Slash,,16,534B5F50435F4661626C655F5374756E5F6C6F63616C,,,
SK_PC_Fable_SuperGuard_One_local,Absolute Defense,,20,534B5F50435F4661626C655F537570657247756172645F4F6E655F6C6F63616C,,,
SK_PC_Fable_SuperGuard_Pole_local,Absolute Defense,,21,534B5F50435F4661626C655F537570657247756172645F506F6C655F6C6F63616C,,,
SK_PC_Fable_SuperGuard_Two_local,Absolute Defense,,20,534B5F50435F4661626C655F537570657247756172645F54776F5F6C6F63616C,,,
SK_PC_Fable_SwordLance_local,Rush Swing,,1C,534B5F50435F4661626C655F53776F72644C616E63655F6C6F63616C,,,
SK_PC_Fable_TransformGreatSword_BLD_1_local,Alter,,2B,534B5F50435F4661626C655F5472616E73666F726D477265617453776F72645F424C445F315F6C6F63616C,,,
SK_PC_Fable_TransformGreatSword_BLD_2_local,Alter,,2B,534B5F50435F4661626C655F5472616E73666F726D477265617453776F72645F424C445F325F6C6F63616C,,,
SK_PC_Fable_Trident_BLD_1_local,Link Rush Stab,,1F,534B5F50435F4661626C655F54726964656E745F424C445F315F6C6F63616C,,,
SK_PC_Fable_Trident_HND_1_local,Guard Parry,,1F,534B5F50435F4661626C655F54726964656E745F484E445F315F6C6F63616C,,,
SK_PC_Fable_TripleSlash_local,Storm Slash,,1D,534B5F50435F4661626C655F547269706C65536C6173685F6C6F63616C,,,
SK_PC_Fable_UmbrellaSword_HND_1_local,Absolute Counterattack,,25,534B5F50435F4661626C655F556D6272656C6C6153776F72645F484E445F315F6C6F63616C,,,
SK_PC_Fable_Whirlwind_local,Furious Spinning Slash,,1B,534B5F50435F4661626C655F576869726C77696E645F6C6F63616C,,,
SK_PC_GuardAttack_O_1_local,Payback Stab,,1B,534B5F50435F477561726441747461636B5F4F5F315F6C6F63616C,,,
SK_PC_GuardAttack_T_1_local,Payback Swing,,1B,534B5F50435F477561726441747461636B5F545F315F6C6F63616C,,,
SlaveArm_AcidLuncher,Pandemonium,"A Legion Arm that fires a sticky acidic substance.\nIt corrodes enemies that step into the wide pool of acid it creates.,",14,536C61766541726D5F416369644C756E63686572,D,C,A
SlaveArm_Aegis,Aegis,"A Legion Arm that can block enemy attacks with your left arm.\nWhen it receives a blow, the embedded device explodes and deals damage to the enemy.,
Pulse Cells were invented with the idea of converting external impact into accumulated energy.\nThe Aegis is the Workshop Union’s creation that explored this principle most aggressively.,",0E,536C61766541726D5F4165676973,B,B,D
SlaveArm_Flamberge,Flamberge,"A Legion Arm full of burning flames.\nWhen its muzzle is opened, it burns the enemies before you.,
Flames inflict more pain on those with blue blood.\nThis may be because it makes them remember when they were once human.,",12,536C61766541726D5F466C616D6265726765,C,D,A
SlaveArm_Fulminis,Fulminis,"A Legion Arm that holds powerful electricity.\nIt accumulates Electric Blitz and discharges an electric shock.,
Lightning has been interpreted as God’s authority and fury since ancient times.\nNow, God’s fury descends to the earth, and it is being used to destroy steel monsters.,",11,536C61766541726D5F46756C6D696E6973,B,D,B
SlaveArm_Normal,Left Arm of Steel,"Left-hand parts made of metal.\nIt throws forward strong punches.,
Left-hand parts made with exquisite detail. They do not have special powers.\nGeppetto’s name is faintly engraved on them.,",0F,536C61766541726D5F4E6F726D616C,B,B,empty
SlaveArm_PileBunker,Deus Ex Machina,"A Legion Arm that can install a motion-sensing landmine.\nWhen the landmine is buried in the ground, it explodes upon enemy detection.,
Originally, this explosive device was created to blast bedrock.\nOnce used by laborer puppets, it has been repurposed as a butcher of puppets' armors.,",13,536C61766541726D5F50696C6542756E6B6572,A,C,empty
SlaveArm_PuppetString,Puppet String,"A Legion Arm that can release a wire.\nIt can be strung around an enemy to drag it toward you or to move you toward it.,
Stalkers devised a tool that increases their mobility during combat with puppets.\nThe wire instantly narrows the distance between one and one’s enemy, but it cannot guarantee one’s safety afterward.,",15,536C61766541726D5F507570706574537472696E67,C,A,D
SlaveArm_SniperCannon,Falcon Eyes,"A drill-style bombshell designed to pierce sturdy armor of puppet effectively.\nHuman bodies were unable to withstand the recoil.l.,
A Legion Arm that fires armor-piercing shells from a distance.\nThe launched shells explode soon after they land.,",15,536C61766541726D5F536E6970657243616E6E6F6E,C,A,empty
SlaveArmTree_SA_Tree_AcidLuncher_2,Acid Charge,,22,536C61766541726D547265655F53415F547265655F416369644C756E636865725F32,,,
SlaveArmTree_SA_Tree_AcidLuncher_3,Polymerization Explosion,,22,536C61766541726D547265655F53415F547265655F416369644C756E636865725F33,,,
SlaveArmTree_SA_Tree_Aegis_1,Guard Attack,,1C,536C61766541726D547265655F53415F547265655F41656769735F31,,,
SlaveArmTree_SA_Tree_Aegis_2,Guard Parry,,1C,536C61766541726D547265655F53415F547265655F41656769735F32,,,
SlaveArmTree_SA_Tree_Aegis_3,Counter Charge,,1C,536C61766541726D547265655F53415F547265655F41656769735F33,,,
SlaveArmTree_SA_Tree_Flamberge_1,Wave of Fire,,20,536C61766541726D547265655F53415F547265655F466C616D62657267655F31,,,
SlaveArmTree_SA_Tree_Flamberge_2,Strengthen Combustion,,20,536C61766541726D547265655F53415F547265655F466C616D62657267655F32,,,
SlaveArmTree_SA_Tree_Flamberge_3,Flame Explosion,,20,536C61766541726D547265655F53415F547265655F466C616D62657267655F33,,,
SlaveArmTree_SA_Tree_Fulminis_1,Movable Charge,,1F,536C61766541726D547265655F53415F547265655F46756C6D696E69735F31,,,
